iter	Logloss
123	0.1123109038
124	0.1122323368
125	0.1120777867
126	0.1118148466
127	0.1117408116
128	0.1116001124
129	0.1114677834
130	0.1112953034
131	0.1109008323
132	0.1103744757
133	0.1102714889
134	0.1099467446
135	0.1097970098
136	0.1096098579
137	0.1095672613
138	0.1093508192
139	0.1090802446
140	0.1089517714
141	0.1087441524
142	0.1085463882
143	0.1082686727
144	0.1080259456
145	0.1078922407
146	0.1076518777
147	0.1074265415
148	0.1072207784
149	0.1070437472
150	0.1069523489
151	0.1068969621
152	0.1066133842
153	0.1063043282
154	0.1061603002
155	0.1060780827
156	0.1059765688
157	0.1058623762
158	0.1055679537
159	0.1053032626
160	0.1051615425
161	0.1049620115
162	0.1048824098
163	0.1047233416
164	0.1045627597
165	0.1045214947
166	0.1044276613
167	0.1043079704
168	0.1041404651
169	0.1039978886
170	0.103852176
171	0.1033058222
172	0.1031433996
173	0.1027331722
174	0.1024713162
175	0.1023906241
176	0.1022461232
177	0.1021579748
178	0.1020688036
179	0.1018662824
180	0.1016701652
181	0.1015250068
182	0.1012935106
183	0.1011947246
184	0.1010536568
185	0.1009624614
186	0.1007995538
187	0.1007186971
188	0.1005691383
189	0.1004998163
190	0.1003561858
191	0.1002703119
192	0.1000779871
193	0.1000372976
194	0.09988265803
195	0.09977482319
196	0.09972638447
197	0.09964936842
198	0.09954708659
199	0.09938610119
200	0.09934096866
201	0.09926526905
202	0.0992102176
203	0.09907829852
204	0.09896009603
205	0.09873921351
206	0.09866765161
207	0.09849350245
208	0.09845108295
209	0.09835685798
210	0.09832248205
211	0.09807677529
212	0.09790505587
213	0.09787037283
214	0.09779484218
215	0.09772327022
216	0.09762613894
217	0.09758858475
218	0.09753320547
219	0.09743512591
220	0.09732551066
221	0.09711588238
222	0.0969961119
223	0.09697350139
224	0.09684519278
225	0.0968277068
226	0.09668620306
227	0.09666201502
228	0.09654844883
229	0.09642617738
230	0.09633279111
231	0.09625406712
232	0.09619265107
233	0.09608955132
234	0.09600837332
235	0.09564816649
236	0.09556263147
237	0.09540166791
238	0.09532859814
239	0.09527341934
240	0.09519358672
241	0.09509788369
242	0.09497239049
243	0.09492037977
244	0.09487801169
245	0.09480701708
246	0.09473859175
247	0.09464768875
248	0.094627924
249	0.094471158
250	0.09439077975
251	0.09426547886
252	0.09421043506
253	0.09412498067
254	0.09405391099
255	0.09397332925
256	0.09387868601
257	0.09377909121
258	0.09374643123
259	0.09370562086
260	0.09358920517
261	0.09350768664
262	0.09342859181
263	0.09327813981
264	0.09317803329
265	0.09303250889
266	0.09295363067
267	0.0928824216
268	0.09279196405
269	0.09270616526
270	0.09264427987
271	0.09254140556
272	0.09248376763
273	0.09246035858
274	0.09239515034
275	0.09224697655
276	0.09218378656
277	0.09207971893
278	0.09202307662
279	0.0918897707
280	0.09180431636
281	0.09170249158
282	0.09164365553
283	0.0916261632
284	0.09158443275
285	0.09152641016
286	0.09151737755
287	0.0914432729
288	0.0914086688
289	0.09132777088
290	0.09127531704
291	0.09124476376
292	0.09114582136
293	0.09106948118
294	0.09098675023
295	0.09094935403
296	0.09087032188
297	0.09083318513
298	0.09078285684
299	0.09071935061
300	0.09063860921
301	0.09055760104
302	0.09048324941
303	0.09044208496
304	0.09038699608
305	0.09030160139
306	0.09024495147
307	0.09019059631
308	0.09009910425
309	0.09008117624
310	0.0900449064
311	0.09001237095
312	0.08996592616
313	0.08993611779
314	0.08989431841
315	0.08979972319
316	0.08967560208
317	0.08950288462
318	0.0894889635
319	0.08941747252
320	0.08937950974
321	0.08929812827
322	0.08925413998
323	0.08915929777
324	0.08896475695
325	0.08889773822
326	0.08882732022
327	0.08877780689
328	0.08873083889
329	0.08866035398
330	0.08859248359
331	0.0885004382
332	0.08847466157
333	0.08844519408
334	0.08842791434
335	0.08841527291
336	0.08837401974
337	0.08831358442
338	0.08827976894
339	0.08821590125
340	0.08820372952
341	0.08806410414
342	0.08797426085
343	0.08792864666
344	0.08780017813
345	0.08773901963
346	0.0876902596
347	0.08765891447
348	0.08758817788
349	0.08753985962
350	0.08748996094
351	0.08744014326
352	0.087394988
353	0.08733211379
354	0.0872960103
355	0.08722582803
356	0.08716374384
357	0.08713850218
358	0.08708211441
359	0.08703904382
360	0.08699749069
361	0.086921032
362	0.08688497243
363	0.08686025259
364	0.08684000052
365	0.08681084347
366	0.08676255281
367	0.08674303994
368	0.08665919116
369	0.08655513428
370	0.08647847453
371	0.08639682852
372	0.08631467047
373	0.08626856478
374	0.08620636714
375	0.0861160984
376	0.08604977949
377	0.08595028081
378	0.0859045927
379	0.085887907
380	0.08584578853
381	0.08583189631
382	0.08579510948
383	0.08575433828
384	0.08560835666
385	0.08555485544
386	0.08549335075
387	0.08542086125
388	0.08531756936
389	0.08519406286
390	0.08514229619
391	0.085084527
392	0.08504759534
393	0.08497369658
394	0.08491939995
395	0.08488142746
396	0.08482447361
397	0.08478425238
398	0.08476765598
399	0.0847136051
400	0.08460775818
401	0.08458381212
402	0.08447173296
403	0.08436141996
404	0.08431811887
405	0.08428723592
406	0.08424278394
407	0.08421737454
408	0.08418131528
409	0.08414094001
410	0.08405392705
411	0.08400580392
412	0.0839674529
413	0.0839138182
414	0.08385984301
415	0.08382087696
416	0.08377147224
417	0.08373019648
418	0.08364712276
419	0.083594952
420	0.08355795423
421	0.08353439442
422	0.08347885144
423	0.08346457309
424	0.08344688518
425	0.08341341484
426	0.08337705996
427	0.08335709761
428	0.08334879635
429	0.08331104634
430	0.08326613933
431	0.08324905511
432	0.08323191554
433	0.08317965216
434	0.08312914305
435	0.08309206636
436	0.08305650994
437	0.08302432997
438	0.08298244767
439	0.08297902583
440	0.08295227886
441	0.08293661451
442	0.08287355529
443	0.08279995872
444	0.08277235459
445	0.08272014004
446	0.08268267827
447	0.08264562469
448	0.08261243387
449	0.08257039601
450	0.08255306692
451	0.08250718505
452	0.0824928546
453	0.08247663681
454	0.08243283527
455	0.08239254397
456	0.08236355452
457	0.08234134352
458	0.082296037
459	0.08226870468
460	0.08225417841
461	0.08222762599
462	0.08217718053
463	0.082132548
464	0.08209004846
465	0.08204944844
466	0.08201589766
467	0.08197014241
468	0.08194084402
469	0.08191275293
470	0.08186264919
471	0.08182141181
472	0.08176995598
473	0.08173838662
474	0.0817255917
475	0.08169310904
476	0.08166960731
477	0.08162709279
478	0.08155051003
479	0.08147192471
480	0.08143519095
481	0.081389376
482	0.08133457932
483	0.08130789506
484	0.08123162457
485	0.08119173948
486	0.081135636
487	0.0810980088
488	0.08106726622
489	0.08102399351
490	0.08098294055
491	0.08096160957
492	0.08087864817
493	0.08084505042
494	0.08081373886
495	0.08076945668
496	0.0807322886
497	0.08069532127
498	0.08065201138
499	0.08061865116
500	0.08058739549
501	0.08056755075
502	0.08052121856
503	0.08045601712
504	0.08042080931
505	0.08036002329
506	0.08031953972
507	0.0802826312
508	0.08024927629
509	0.08021078612
510	0.08018323948
511	0.08014799981
512	0.08011501799
513	0.08008765965
514	0.08001907026
515	0.07996072715
516	0.0799189006
517	0.0798884815
518	0.07987025166
519	0.07983892226
520	0.07980947976
521	0.07977328327
522	0.07974856008
523	0.07972239973
524	0.07969238012
525	0.07967357097
526	0.07962159392
527	0.0796146109
528	0.07960201487
529	0.07959142684
530	0.07957417552
531	0.07954382307
532	0.07951082983
533	0.07947010866
534	0.07941123834
535	0.07937134019
536	0.07934124442
537	0.07929638457
538	0.07926735723
539	0.07923425907
540	0.07919940265
541	0.0791698799
542	0.07912905678
543	0.07909793409
544	0.0790593442
545	0.07903511109
546	0.07899816536
547	0.07896565158
548	0.07893208236
549	0.07891351098
550	0.07887678613
551	0.07885996612
552	0.07884234886
553	0.07881647059
554	0.07880787323
555	0.07880277395
556	0.07877435697
557	0.07874874392
558	0.07870304857
559	0.07864093413
560	0.07862469259
561	0.07859570388
562	0.07857926521
563	0.07853433563
564	0.07849172172
565	0.07843066434
566	0.07840365567
567	0.07837326793
568	0.07835014382
569	0.0783125925
570	0.07829506617
571	0.0781168226
572	0.07808694797
573	0.07806906242
574	0.07802689012
575	0.0779967751
576	0.07791278142
577	0.07788772799
578	0.07785475252
579	0.07783018534
580	0.07781025812
581	0.07779446733
582	0.07774881286
583	0.0776986547
584	0.07766730934
585	0.0776296015
586	0.07760975162
587	0.07758317136
588	0.07755164657
589	0.07751788519
590	0.0775007418
591	0.07747113096
592	0.07744358383
593	0.07740303367
594	0.07738032688
595	0.07734428392
596	0.07730402279
597	0.07728457264
598	0.07723786071
599	0.07720066734
600	0.07716302564
601	0.07715102255
602	0.07713600984
603	0.0771189685
604	0.07709405587
605	0.07708501848
606	0.07706580251
607	0.0770612915
608	0.07702748873
609	0.07699099667
610	0.07697038042
611	0.07694419573
612	0.07690652695
613	0.07686763016
614	0.07681918845
615	0.07679497992
616	0.07670037312
617	0.07667639037
618	0.07664015503
619	0.07661321956
620	0.07658647174
621	0.07652854205
622	0.07650034644
623	0.07644815348
624	0.07641795747
625	0.07639925614
626	0.07637937453
627	0.0763414414
628	0.07631658105
629	0.07629438915
630	0.07627296169
631	0.07623893912
632	0.07621403071
633	0.07618813071
634	0.07616250624
635	0.07613761898
636	0.07607593403
637	0.07603378716
638	0.07599389164
639	0.07598875525
640	0.07596177999
641	0.07592482429
642	0.07590540217
643	0.07589643492
644	0.07587761678
645	0.07586911508
646	0.07582750618
647	0.07581336827
648	0.07577472177
649	0.07575974178
650	0.07571307012
651	0.07569918974
652	0.07565285426
653	0.07564320488
654	0.07562769039
655	0.0756196125
656	0.07560066414
657	0.07559375721
658	0.0755540926
659	0.07552183751
660	0.07548570766
661	0.07545535071
662	0.07534256664
663	0.07532571637
664	0.07527728553
665	0.07526993118
666	0.0752608273
667	0.07524735316
668	0.07521436408
669	0.07517237605
670	0.07513488148
671	0.07508779772
672	0.07502667814
673	0.07500786997
674	0.07500063896
675	0.07497543919
676	0.07497008695
677	0.07493814754
678	0.07490258859
679	0.07486257473
680	0.07483379915
681	0.07480544726
682	0.0747840119
683	0.07476934802
684	0.07474419602
685	0.07469433333
686	0.07466404005
687	0.07463165157
688	0.07459064882
689	0.07456233262
690	0.07453662073
691	0.0745195979
692	0.07450533344
693	0.07448833815
694	0.0744616191
695	0.07444070566
696	0.07437213181
697	0.07433403267
698	0.07430527701
699	0.07429685999
700	0.07428980015
701	0.07427438418
702	0.0742661281
703	0.07421628671
704	0.07420029209
705	0.07416542017
706	0.07412635725
707	0.074115639
708	0.07410934734
709	0.07408378219
710	0.07407181111
711	0.07402426079
712	0.07394539785
713	0.07392632635
714	0.07390253353
715	0.07389290468
716	0.07386264258
717	0.0738243048
718	0.07380755514
719	0.0737677528
720	0.07372873423
721	0.0736779835
722	0.07365814792
723	0.07364699394
724	0.07362964143
725	0.07361022013
726	0.07357929769
727	0.07354772097
728	0.0735144876
729	0.07349841064
730	0.07348249097
731	0.07345484934
732	0.07337030228
733	0.07334482258
734	0.07330004899
735	0.07327512175
736	0.07323595829
737	0.07319794603
738	0.07316276831
739	0.07312947894
740	0.07309512345
741	0.07306138656
742	0.07302935621
743	0.07301820631
744	0.07298042732
745	0.07294593309
746	0.0729213741
747	0.07287722534
748	0.0728489939
749	0.07281060313
750	0.07279053146
751	0.07278732765
752	0.0727518609
753	0.07271479747
754	0.07270272438
755	0.07266667085
756	0.07264898004
757	0.07263993799
758	0.07260985219
759	0.0725812898
760	0.07253863296
761	0.0725282414
762	0.07252119136
763	0.0724893942
764	0.07246989827
765	0.07244314552
766	0.07239006858
767	0.07236213872
768	0.07233617345
769	0.07230495631
770	0.07223559916
771	0.07222232455
772	0.07217718014
773	0.07216460967
774	0.07213355707
775	0.07209850231
776	0.07208098026
777	0.07206076568
778	0.07202466279
779	0.07197366613
780	0.07194029974
781	0.07192732263
782	0.0719075306
783	0.07189288494
784	0.07186910895
785	0.071856393
786	0.07184765845
787	0.07183268619
788	0.07178999242
789	0.07176886029
790	0.07173836617
791	0.07170933571
792	0.07169175496
793	0.07164950426
794	0.07163223464
795	0.07162941996
796	0.07160122678
797	0.07159421031
798	0.07155957038
799	0.07149800087
800	0.07146615286
801	0.07143203006
802	0.07142724851
803	0.07140616864
804	0.07139775364
805	0.07136273078
806	0.0713531654
807	0.07134298037
808	0.07133692135
809	0.07129327354
810	0.07128178105
811	0.07125829105
812	0.07123455245
813	0.07121959376
814	0.07119153827
815	0.0711821478
816	0.07117053944
817	0.07115714149
818	0.07112468983
819	0.07111005909
820	0.07110151943
821	0.07107093631
822	0.07105405857
823	0.07104784952
824	0.07102035193
825	0.07098999879
826	0.07096658516
827	0.07093849443
828	0.07091508348
829	0.07089652979
830	0.07087745316
831	0.07084287773
832	0.07081115354
833	0.07078357933
834	0.07075267802
835	0.07073748043
836	0.07070918085
837	0.07068060512
838	0.07064368497
839	0.07061732451
840	0.07057991161
841	0.07054151361
842	0.07052964752
843	0.07051030748
844	0.07047581968
845	0.07045954181
846	0.07039725623
847	0.07036807669
848	0.07034717269
849	0.07032161721
850	0.07028473879
851	0.07022963853
852	0.07020290223
853	0.07018168444
854	0.07017228456
855	0.0701393248
856	0.07012238587
857	0.07009441013
858	0.07007381382
859	0.07006461114
860	0.07004171455
861	0.07001995766
862	0.07000836752
863	0.06998910696
864	0.06996692631
865	0.06995808062
866	0.06993235011
867	0.06989866371
868	0.06989080431
869	0.06987834444
870	0.06984931895
871	0.06982252192
872	0.06981379191
873	0.06980909125
874	0.06978337275
875	0.06976816064
876	0.06973335837
877	0.06972715818
878	0.06968271075
879	0.06967476193
880	0.06965758398
881	0.06965179032
882	0.06962532187
883	0.06960697165
884	0.0695988736
885	0.06957882348
886	0.06955420828
887	0.06951584054
888	0.06948429271
889	0.06946601686
890	0.06943906523
891	0.06941849316
892	0.06937862377
893	0.06935714858
894	0.06932002407
895	0.06928093743
896	0.06923973428
897	0.06923219718
898	0.06921184875
899	0.06919301717
900	0.06915474037
901	0.06913239229
902	0.06907367112
903	0.06905079598
904	0.06902569078
905	0.0690010716
906	0.0689729399
907	0.06894605849
908	0.06890738684
909	0.06890511075
910	0.06888569739
911	0.06886477985
912	0.06883481176
913	0.0688239885
914	0.06881859407
915	0.06881284799
916	0.06879548539
917	0.06878930378
918	0.06876060204
919	0.06873133036
920	0.06871782368
921	0.06867908452
922	0.06862830583
923	0.06858461534
924	0.06858094006
925	0.06855180803
926	0.06853813572
927	0.06853247428
928	0.06850841742
929	0.06846584582
930	0.06841853279
931	0.0683856948
932	0.06835471707
933	0.06832304384
934	0.06830402465
935	0.06828486315
936	0.06826557065
937	0.06823669882
938	0.06819977642
939	0.06817003381
940	0.06814858324
941	0.06812149897
942	0.06810254631
943	0.0680829155
944	0.06805920024
945	0.06803341072
946	0.06803151083
947	0.06801057306
948	0.06798004494
949	0.06794670496
950	0.06791946117
951	0.06789421125
952	0.06781473668
953	0.06779071861
954	0.06776257989
955	0.06774676899
956	0.06773354285
957	0.06763954809
958	0.06762565156
959	0.0676069519
960	0.06758941846
961	0.06757634628
962	0.06755353374
963	0.06753540475
964	0.06751191662
965	0.067477968
966	0.06745417939
967	0.06738927242
968	0.06738800535
969	0.06736738654
970	0.06734709673
971	0.06730057407
972	0.06726815535
973	0.06723786457
974	0.06722488306
975	0.06719791862
976	0.06716389969
977	0.06715233686
978	0.06711318518
979	0.06707762171
980	0.06704858564
981	0.06699732203
982	0.06697331268
983	0.06695272004
984	0.06691726556
985	0.06687810675
986	0.06685014138
987	0.06682253757
988	0.06679570157
989	0.06677954867
990	0.06673763968
991	0.0667157297
992	0.06669017403
993	0.0666808885
994	0.06666918521
995	0.06664757144
996	0.06655342747
997	0.06652113422
998	0.06649282581
999	0.06648047411
